};
public double[] gpuErrs = {-0.18246,-0.035458,-0.10892,0.01052,-0.15179,-0.0059423,-0.17994,-0.03019,-0.10812,-0.11758,0.00099538,-0.15264,-0.063704,-0.00081018,0.083765,0.13461,0.14195,0.029205,-0.094467,0.10563,-0.069801,0.016629,-0.0073539,-0.11637,0.18681,-0.21249,-0.034475,0.016795,-0.094801,-0.11126,0.13903,-0.11114,0.010138,-0.055534,-0.024926,0.027848,-0.0059015,-0.11464,-0.019244,0.041773,0.071392,-0.16881,0.015039,-0.045905,0.25268,-0.085839,-0.0082785,-0.085182,-0.014259,-0.10296,0.076389,0.12322,0.077464,-0.035989,-0.10813,-0.064168,-0.059422,-0.0013332,0.035704,0.0087398,0.111,0.042385,0.0459,0.074084,-0.044932,0.17598,0.080977,0.22198,-0.018339,0.072549,0.0097859,-0.1995,0.030364,-0.042557,0.096025,0.061923,0.073462,0.13987,0.067522,-0.021884,0.11839,0.029744,0.091031,-0.035285,-0.0157,0.048322,0.047415,0.17732,0.10583,-0.029398,-0.16677,0.0090421,0.10738,0.0013966,-0.10355,0.014413,-0.057499,0.045919,-0.12034,-0.090113,
0.09571,-0.028461,-0.13077,0.10247,-0.14558,-0.068342,-0.0019756,0.11379,-0.076195,0.082268,0.048204,-0.16682,0.12296,-0.00036331,-0.020706,-0.075699,0.012384,0.017969,-0.030617,-0.23934,0.058408,-0.22137,0.077946,-0.08801,0.089696,0.080812,-0.08319,0.0058343,0.024549,-0.10661,0.022021,0.10968,0.11094,0.072673,-0.012438,-0.16497,0.021503,-0.16543,0.037192,-0.011939,0.064949,0.20638,-0.082368,0.008573,0.14569,-0.024537,-0.11767,-0.056037,0.067356,0.023371,0.029053,-0.049629,0.12466,0.015569,0.0086896,-0.11786,0.050142,0.10231,0.039017,-0.096655,-0.034287,-0.10893,0.094846,0.11183,0.17121,0.027604,-0.017616,-0.040612,0.011837,-0.11187,-0.0069952,0.10612,-0.0056566,0.11772,-0.10537,-0.0332,-0.026877,0.14146,0.02845,-0.07522,0.0068175,0.08922,-0.18419,-0.1978,0.072562,-0.018156,-0.010868,-0.10887,0.26116,0.0056654,-0.10648,-0.10548,-0.11405,0.019423,-0.065074,-0.017443,0.10737,-0.0091822,-0.10122,0.047074,
-0.11992,0.046666,0.071014,-0.096321,0.0019879,-0.16946,-0.19089,-0.017763,-0.10466,0.029828,-0.27363,-0.14234,-0.076917,0.11218,0.011594,0.020044,-0.11273,-0.13726,0.056159,-0.092819,0.10436,0.13672,-0.027228,0.0082966,-0.096899,0.006484,0.046769,-0.098332,0.044523,-0.018444,0.056663,0.027452,0.031584,-0.11719,-0.061534,-0.011979,-0.069351,0.068293,-0.073666,0.14672,0.030038,-0.034554,0.056064,-0.011705,0.0071751,0.1083,-0.023728,0.098704,0.049996,0.028373,0.10384,0.27861,-0.018666,0.18686,-0.022355,0.055981,-0.08489,0.15948,-0.036717,0.013144,-0.17918,0.067816,0.05368,-0.20781,-0.086492,-0.10582,-0.061385,0.14695,0.048999,-0.008024,-0.027666,-0.00037509,-0.079488,0.037104,0.084119,0.0010362,-0.095211,-0.047053,-0.02595,0.042643,0.25047,0.0073195,-0.029875,0.12637,-0.046882,0.024423,0.017799,-0.04805,0.079237,-0.0154,-0.081902,-0.11014,0.1707,0.063836,0.052121,0.058693,0.13802,-0.085592,0.15534,0.13265,
-0.024786,-0.069013,0.10313,0.00066063,-0.038568,-0.094347,-0.15961,0.087007,0.056975,-0.12797,-0.12692,-0.040379,-0.015208,-0.061041,-0.0044095,-0.16951,0.035356,-0.10508,0.057524,0.019976,0.057564,0.025152,0.026838,-0.11303,0.088576,0.010177,0.054689,0.22006,-0.11251,-0.084463,0.053981,0.00041613,-0.01103,-0.067721,0.10748,0.19439,0.0079513,0.01441,0.13533,0.067722,0.02155,-0.0098629,0.1467,-0.026046,-0.045408,0.23403,-0.051107,0.072204,0.1219,-0.11973,-0.045504,-0.057392,0.066747,-0.0016979,-0.027345,0.11862,0.050564,0.041278,-0.055205,-0.10695,-0.038055,-0.064799,-0.089145,-0.062301,-0.024537,0.05083,-0.1036,0.051708,0.16601,-0.051955,-0.016337,-0.10504,-0.047964,-0.093265,0.021991,0.054821,0.14721,-0.052697,0.086063,0.198,0.031467,-0.2194,0.018399,-0.061626,-0.076467,-0.047782,0.030909,-0.20392,-0.35055,-0.32467,0.04565,-0.085842,0.043009,-0.04818,-0.10292,0.068675,0.023345,-0.20218,0.17956,0.13805,
0.11838,0.10569,0.097678,0.035482,0.012047,-0.030708,0.09617,0.059217,0.086823,-0.02886,0.083001,-0.016016,0.079649,-0.06797,-0.031401,0.059568,0.011102,-0.12643,-0.18483,0.14171,0.0059028,-0.092548,0.076558,-0.14003,-0.183,-0.12305,-0.068142,0.00078915,-0.121,-0.02217,-0.014811,-0.050014,0.064537,-0.11214,-0.066554,0.040051,-0.048583,-0.13359,-0.030555,-0.082864,0.064297,-0.010506,-0.070577,0.026677,-0.0037629,0.13678,0.079335,-0.1027,0.018373,0.15301,-0.19101,-0.00059812,-0.08987,0.071938,0.014661,0.16929,0.0054686,0.11306,-0.048223,0.0019437,0.070747,0.1242,0.074574,-0.034963,-0.070991,-0.11988,0.055715,-0.075355,0.032205,0.18166,0.02971,0.12263,-0.0075678,0.14179,0.052442,0.1238,-0.088796,-0.035127,0.068785,0.076328,-0.0022217,-0.013807,-0.013422,-0.13552,-0.063881,-0.041711,0.0028625,0.004949,-0.015502,-0.098523,0.10928,-0.064683,0.16767,0.14658,0.15631,-0.14857,0.16089,0.073108,-0.047617,-0.014247,
0.17171,0.029509,-0.12588,0.055653,0.13655,0.002675,0.17053,0.066748,0.028885,0.031994,-0.0083141,0.031623,-0.072942,0.0098382,-0.041957,-0.077171,-0.067054,-0.049425,0.01933,0.065078,0.027056,0.24283,0.051116,0.051905,-0.13245,0.07115,0.057932,-0.07329,-0.063256,-0.13191,0.13516,-0.1285,0.053107,-0.034674,-0.056975,-0.12683,-0.19452,-0.027995,-0.078782,0.058175,0.0047359,-0.064788,0.095367,0.078607,0.042147,-0.023564,0.084765,0.11391,-0.17971,0.059536,0.039209,-0.078486,-0.04419,-0.01719,0.016063,0.031882,-0.12224,-0.061523,-0.027235,0.029772,0.013223,0.18148,-0.025405,-0.010713,-0.057905,0.021492,-0.038999,-0.0015459,0.12721,0.080693,-0.0048061,-0.024198,-0.053134,0.013206,-0.027366,0.012142,-0.20578,-0.056744,-0.028933,0.11398,0.022081,-0.129,-0.13182,-0.19732,0.090145,-0.033108,-0.02214,-0.016619,0.079562,0.13378,0.065592,0.039971,0.01973,-0.026827,-0.055066,0.064731,-0.10244,-0.041229,0.063718,-0.06802,
-0.0083695,-0.039117,-0.046293,0.17814,-0.12004,-0.19314,0.096722,0.097619,0.052591,-0.13,0.074389,-0.010705,-0.024513,-0.07741,0.26842,-0.090676,-0.066223,-0.14294,0.081199,0.11734,-0.024109,-0.15411,-0.17921,0.14009,0.11509,0.081274,-0.0052785,-0.038091,-0.098232,0.050609,0.12788,-0.10238,0.027901,-0.069411,0.16714,0.1061,0.11708,0.0033285,0.032855,0.01627,0.022967,-0.096066,0.092903,-0.04675,-0.043582,0.068399,0.030043,0.016564,-0.15496,0.0086504,0.051664,-0.049512,0.07286,0.054753,0.043219,-0.14554,-0.035074,-0.04738,-0.054808,-0.055295,-0.012546,-0.0076271,-0.0095164,0.13235,0.029595,0.18257,-0.0084204,0.067821,0.0056993,0.048099,0.016111,-0.19261,0.16133,0.10939,-0.17295,-0.20026,-0.059948,-0.17723,0.006091,0.062996,-0.054916,-0.19179,0.090379,-0.088069,0.025922,0.072508,-0.14536,-0.12018,-0.15896,-0.16375,0.078394,0.053525,-0.11201,0.22696,0.057668,0.056311,0.069806,0.068629,-0.047598,-0.027146,
0.044776,-0.011946,-0.028151,0.058221,0.0095024,0.032342,0.019762,0.1632,0.11102,-0.1625,0.11893,-0.077149,0.016736,0.0076114,0.055111,0.074945,0.074211,-0.04644,-0.17634,0.057369,-0.057149,-0.10283,0.014566,-0.10912,-0.083768,-0.08339,0.10781,0.13698,0.10077,0.064941,0.030415,0.017218,0.066869,-0.10489,0.19981,0.097727,-0.12244,0.046864,-0.082469,0.13911,0.071448,0.092462,-0.056105,0.0050297,-0.060708,-0.10523,0.042025,-0.059667,0.024268,0.12013,0.090885,-0.091773,0.095151,-0.046166,0.036075,0.021158,-0.060417,0.0464,0.087914,-0.0062637,-0.052176,0.074503,0.050485,-0.21662,0.096346,0.022199,-0.0039218,-0.025978,0.048623,-0.024661,0.06496,-0.085412,0.098967,-0.01615,-0.1358,-0.13123,0.025775,0.1097,-0.019165,0.07742,-0.089235,0.010753,0.055162,0.00039621,-0.071611,-0.14267,0.022983,0.055877,-0.0076738,0.040469,0.027679,0.17372,0.087114,0.057774,0.014638,-0.091887,-0.021111,-0.10891,0.048016,-0.021715,
-0.12271,0.03281,0.021038,0.12644,-0.076131,-0.092213,0.016244,-0.072079,0.048808,-0.0064077,-0.1168,-0.041422,0.19824,0.0083807,0.10169,-0.15991,0.069317,0.071214,0.00072407,0.29461,-0.12455,-0.046039,-0.10948,0.113,0.022057,-0.037847,0.00089433,0.0075644,-0.15582,0.22093,-0.098882,-0.050064,-0.079005,0.056714,0.019017,-0.077026,0.042558,-0.0595,0.14921,0.062882,-0.0857,0.1997,-0.022481,0.0042177,-0.18693,0.041793,0.0014596,0.085127,-0.00022477,0.037131,0.0085942,-0.14286,-0.0884,0.029444,-0.061891,0.24158,0.014718,0.10723,0.12138,-0.14504,-0.036736,0.032999,0.19118,0.085505,-0.043097,0.11829,-0.045503,0.048281,-0.081444,-0.069368,0.032327,0.056817,0.11749,-0.058457,0.063904,-0.071522,-0.086092,0.25539,0.037096,0.059187,0.093737,0.022046,0.081107,0.097981,-0.085175,-0.070033,-0.099152,-0.10282,0.05026,0.14977,-0.047016,0.23315,-0.020582,-0.13087,-0.14361,-0.13071,-0.071371,-0.10854,-0.096473,0.12027,
-0.035993,-0.14701,0.083078,-0.010114,-0.042765,0.11562,-0.044114,-0.10705,0.098227,-0.14619,-0.063864,0.089383,-0.034427,-0.11579,0.020648,-0.07865,-0.17272,-0.051912,0.056997,-0.052081,0.045433,0.02488,0.037894,-0.069598,-0.060348,-0.04544,-0.041588,0.092287,0.024097,0.19166,-0.052289,-0.06961,-0.091383,-0.093225,0.13734,-0.071655,0.091734,0.016081,-0.15633,0.11,0.10477,-0.13572,-0.0010697,0.072652,-0.048192,0.076224,-0.077593,0.027178,-0.003209,0.065769,0.16144,0.20491,-0.13994,-0.010538,-0.09913,0.01185,0.039694,0.099856,-0.043272,-0.1196,-0.032569,-0.10445,0.05941,-0.022583,0.10705,0.19149,0.0083724,0.04927,0.12142,0.023001,-0.16473,-0.018505,0.040689,-0.12523,-0.13214,0.15354,-0.073575,0.12819,0.088977,-0.0987,-0.057821,0.080279,-0.20036,0.033621,0.07199,0.082605,-0.099851,-0.057098,0.090197,-0.0066372,-0.20883,0.020592,-0.0037745,-0.040799,0.27752,-0.067193,-0.084587,0.0022632,0.066422,0.022497,
};
